sku,month,price_eur,units,demand_baseline
S0111,2026-02,1.65,6.2,4.35
S0111,2026-03,2.11,5.2,5.12
S0111,2026-04,2.11,4.3,4.16
S0111,2026-05,2.11,2.9,3.03
S0111,2026-06,2.11,2.9,3.22
S0112,2024-07,127.0,25.2,24.62
S0112,2024-08,113.17,33.6,28.39
S0112,2024-09,127.0,20.4,20.85
S0112,2024-10,127.0,30.4,30.86
S0112,2024-11,127.0,25.7,26.55
S0112,2024-12,127.0,20.7,21.28
S0112,2025-01,127.0,24.7,25.02
S0112,2025-02,127.0,27.0,26.81
S0112,2025-03,127.0,28.7,27.25
S0112,2025-04,127.0,28.8,29.36
S0112,2025-05,127.0,25.8,24.4
S0112,2025-06,127.0,26.5,26.01
S0112,2025-07,127.0,24.0,25.42
S0112,2025-08,127.0,28.3,28.82
S0112,2025-09,127.0,35.4,33.17
S0112,2025-10,127.0,33.5,32.4
S0112,2025-11,112.18,38.8,31.78
S0112,2025-12,127.0,29.2,29.23
S0112,2026-01,127.0,27.7,29.28
S0112,2026-02,127.0,22.5,22.56
S0112,2026-03,127.0,30.3,27.23
S0112,2026-04,127.0,35.4,33.48
S0112,2026-05,127.0,26.1,28.11
S0112,2026-06,127.0,31.6,29.56
S0113,2024-07,0.91,39.8,41.51
S0113,2024-08,0.91,53.6,49.04
S0113,2024-09,0.91,86.5,84.68
S0113,2024-10,0.91,18.2,18.07
S0113,2024-11,0.8,31.1,24.89
S0113,2024-12,0.91,0.1,0.1
S0113,2025-01,0.76,60.5,48.01
S0113,2025-02,0.91,56.1,55.18
S0113,2025-03,0.77,97.3,74.86
S0113,2025-04,0.91,38.7,37.6
S0113,2025-05,0.91,77.9,74.86
S0113,2025-06,0.91,47.9,51.55
S0113,2025-07,0.82,41.5,36.15
S0113,2025-08,0.91,70.9,76.92
S0113,2025-09,0.72,82.9,55.0
S0113,2025-10,0.91,63.5,58.13
S0113,2025-11,0.91,30.7,34.65
S0113,2025-12,0.86,41.5,41.0
S0113,2026-01,0.91,69.0,70.58
S0113,2026-02,0.77,23.5,18.95
S0113,2026-03,0.84,84.2,73.39
S0113,2026-04,0.91,45.7,44.55
S0113,2026-05,0.91,67.2,67.83
S0113,2026-06,0.91,59.1,55.81
S0114,2024-07,5.53,15.8,15.25
S0114,2024-08,5.53,20.7,19.46
S0114,2024-09,5.53,15.8,16.05
S0114,2024-10,5.53,32.8,33.24
S0114,2024-11,5.53,26.4,25.35
S0114,2024-12,5.53,33.4,33.63
S0114,2025-01,4.96,23.8,20.37
S0114,2025-02,4.62,19.9,16.78
S0114,2025-03,5.53,33.4,31.95
S0114,2025-04,4.84,48.0,38.08
S0114,2025-05,5.53,41.8,40.64
S0114,2025-06,5.53,8.4,8.43
S0114,2025-07,5.53,22.9,22.25
S0114,2025-08,5.11,32.1,28.17
S0114,2025-09,4.34,27.8,19.6
S0114,2025-10,5.53,26.6,24.52
S0114,2025-11,4.44,52.8,37.33
S0114,2025-12,4.73,37.2,29.48
S0114,2026-01,5.53,24.2,24.43
S0114,2026-02,4.56,30.9,23.59
S0114,2026-03,5.53,22.5,23.01
S0114,2026-04,5.53,38.7,39.05
S0114,2026-05,5.53,31.5,32.23
S0114,2026-06,5.53,26.7,25.23
S0115,2024-07,4.84,0.1,0.1
S0115,2024-08,4.84,8.1,8.12
S0115,2024-09,4.84,15.9,15.59
S0115,2024-10,4.84,40.9,41.11
S0115,2024-11,3.72,51.1,27.97
S0115,2024-12,4.84,7.6,8.41
S0115,2025-01,4.42,14.1,11.74
S0115,2025-02,4.84,21.3,22.22
S0115,2025-03,4.09,0.1,0.1
S0115,2025-04,4.84,23.0,23.44
S0115,2025-05,4.84,13.2,13.61
S0115,2025-06,4.84,38.2,36.14
S0115,2025-07,4.84,19.9,20.0
S0115,2025-08,4.84,41.3,39.24
S0115,2025-09,4.84,18.1,19.9
S0115,2025-10,4.13,37.2,27.28
S0115,2025-11,4.84,17.7,17.88
S0115,2025-12,4.17,0.1,0.1
S0115,2026-01,4.84,21.2,21.85
S0115,2026-02,4.84,15.8,15.38
S0115,2026-03,3.68,12.4,6.31
S0115,2026-04,4.84,12.9,13.73
S0115,2026-05,4.25,19.7,14.73
S0115,2026-06,4.84,0.1,0.1
S0116,2024-07,5.14,37.9,33.5
S0116,2024-08,4.85,41.1,36.33
S0116,2024-09,5.14,45.2,42.31
S0116,2024-10,4.54,50.5,36.58
S0116,2024-11,5.14,43.2,44.79
S0116,2024-12,5.14,34.6,35.54
S0116,2025-01,5.14,33.6,32.07
S0116,2025-02,5.14,32.4,33.97
S0116,2025-03,5.14,31.5,33.56
S0116,2025-04,5.14,34.4,33.06
S0116,2025-05,4.65,46.2,36.14
S0116,2025-06,4.43,43.5,30.51
S0116,2025-07,5.14,30.3,28.82
S0116,2025-08,4.2,44.1,27.69
S0116,2025-09,4.13,55.8,31.59
S0116,2025-10,5.14,44.9,45.31
S0116,2025-11,5.14,29.2,29.21
S0116,2025-12,5.14,29.9,30.99
S0116,2026-01,5.14,15.6,17.36
S0116,2026-02,5.14,18.9,22.19
S0116,2026-03,5.14,30.7,30.55
S0116,2026-04,5.14,30.0,29.35
S0116,2026-05,5.14,29.0,29.24
S0116,2026-06,4.76,41.7,34.52
S0117,2024-07,4.72,23.1,22.61
S0117,2024-08,3.98,92.5,60.09
S0117,2024-09,4.32,77.0,66.32
S0117,2024-10,4.72,75.5,74.3
S0117,2024-11,4.72,56.4,56.68
S0117,2024-12,4.72,56.8,55.46
S0117,2025-01,4.72,0.1,0.1
S0117,2025-02,4.72,57.6,59.52
S0117,2025-03,4.72,54.7,53.88
S0117,2025-04,4.72,98.7,97.26
S0117,2025-05,4.72,84.3,83.02
S0117,2025-06,4.72,39.5,38.98
S0117,2025-07,4.72,80.7,81.18
S0117,2025-08,4.72,119.7,114.94
S0117,2025-09,4.72,54.1,60.21
S0117,2025-10,4.72,31.0,30.79
S0117,2025-11,4.72,60.3,59.54
S0117,2025-12,4.72,57.2,54.26
S0117,2026-01,4.72,71.1,75.27
S0117,2026-02,4.72,32.1,32.91
S0117,2026-03,4.14,56.9,44.44
S0117,2026-04,3.68,126.7,81.48
S0117,2026-05,4.39,43.1,35.73
S0117,2026-06,3.68,60.9,32.96
S0118,2024-07,3.59,3.4,2.18
S0118,2024-08,4.52,16.0,15.13
S0118,2024-09,4.0,18.6,15.43
S0118,2024-10,4.52,14.8,13.97
S0118,2024-11,4.52,3.5,3.43
S0118,2024-12,4.52,14.0,14.63
S0118,2025-01,4.26,7.4,6.8
S0118,2025-02,4.52,4.7,5.08
S0118,2025-03,4.52,14.4,15.25
S0118,2025-04,4.52,10.9,10.87
S0118,2025-05,4.52,5.8,5.88
S0118,2025-06,4.52,6.9,7.05
S0118,2025-07,4.52,12.2,11.89
S0118,2025-08,3.65,14.3,10.04
S0118,2025-09,4.52,17.1,16.49
S0118,2025-10,4.52,2.6,2.57
S0118,2025-11,4.52,11.5,11.94
S0118,2025-12,4.52,3.0,3.17
S0118,2026-01,3.51,8.1,5.2
S0118,2026-02,4.52,7.4,8.05
S0118,2026-03,4.15,3.1,2.74
S0118,2026-04,4.52,9.4,9.18
S0118,2026-05,4.01,10.4,8.48
S0118,2026-06,3.42,20.8,13.86
S0119,2024-07,1.32,110.1,114.1
S0119,2024-08,1.32,279.6,279.54
S0119,2024-09,1.21,261.7,224.27
S0119,2024-10,1.32,221.3,217.07
S0119,2024-11,1.15,213.5,172.15
S0119,2024-12,1.32,158.9,155.94
S0119,2025-01,1.11,258.0,180.19
S0119,2025-02,1.32,168.3,172.35
S0119,2025-03,1.32,217.1,224.8
S0119,2025-04,1.25,269.5,241.18
S0119,2025-05,1.32,200.4,199.62
S0119,2025-06,1.32,217.6,212.93
S0119,2025-07,1.32,188.4,193.2
S0119,2025-08,1.32,181.9,184.94
S0119,2025-09,1.32,203.2,186.64
S0119,2025-10,1.32,187.0,178.29
S0119,2025-11,1.2,154.9,137.44
S0119,2025-12,1.32,54.5,55.14
S0119,2026-01,1.32,167.1,157.72
S0119,2026-02,1.04,287.0,181.47
S0119,2026-03,1.32,136.6,139.05
S0119,2026-04,1.08,375.5,274.31
S0119,2026-05,1.32,175.7,169.56
S0119,2026-06,1.32,122.3,120.06
S0120,2024-07,3.16,31.7,26.66
S0120,2024-08,2.94,33.2,22.28
S0120,2024-09,3.45,26.7,26.48
S0120,2024-10,3.45,30.9,32.8
S0120,2024-11,2.65,44.0,26.16
S0120,2024-12,3.45,23.5,21.48
S0120,2025-01,3.45,17.3,17.77
S0120,2025-02,3.45,23.6,22.73
S0120,2025-03,3.45,24.8,24.14
S0120,2025-04,3.45,30.8,32.1
S0120,2025-05,3.45,24.6,23.62
S0120,2025-06,3.45,29.8,29.89
S0120,2025-07,3.45,19.5,19.31
S0120,2025-08,3.22,14.1,11.92
S0120,2025-09,3.45,18.3,19.53
S0120,2025-10,3.45,26.0,27.43
S0120,2025-11,2.87,35.6,21.24
S0120,2025-12,2.8,41.3,26.02
S0120,2026-01,3.45,14.1,13.25
S0120,2026-02,2.73,34.1,19.4
S0120,2026-03,3.45,21.7,20.93
S0120,2026-04,3.45,19.1,18.51
S0120,2026-05,3.45,21.8,22.73
S0120,2026-06,3.45,20.1,20.57
S0121,2024-07,0.97,2.8,1.98
S0121,2024-08,1.17,2.5,2.41
S0121,2024-09,0.96,3.7,2.5
S0121,2024-10,1.17,2.8,2.65
S0121,2024-11,1.08,2.7,2.06
S0121,2024-12,1.17,2.9,2.81
S0121,2025-01,1.17,1.8,1.68
S0121,2025-02,1.17,2.8,2.57
S0121,2025-03,1.17,2.4,2.4
S0121,2025-04,1.17,2.9,3.0
S0121,2025-05,1.08,2.8,2.42
S0121,2025-06,1.17,2.9,2.81
S0121,2025-07,0.98,3.8,2.75
S0121,2025-08,1.17,1.9,1.78
S0121,2025-09,1.17,3.6,3.83
S0121,2025-10,1.17,2.9,2.77
S0121,2025-11,1.17,1.7,1.54
S0121,2025-12,1.17,2.2,2.0
S0121,2026-01,1.05,2.4,1.75
S0121,2026-02,1.17,1.9,1.84
S0121,2026-03,1.05,2.7,2.24
S0121,2026-04,1.17,3.1,2.81
S0121,2026-05,0.94,4.5,2.99
S0121,2026-06,1.17,2.7,2.52
S0122,2024-07,1.92,16.0,16.26
S0122,2024-08,1.92,14.9,15.27
S0122,2024-09,1.92,18.0,18.53
S0122,2024-10,1.92,21.0,19.69
S0122,2024-11,1.59,33.6,21.69
S0122,2024-12,1.45,26.6,13.71
S0122,2025-01,1.76,23.3,17.83
S0122,2025-02,1.92,26.2,27.11
S0122,2025-03,1.92,21.8,23.38
S0122,2025-04,1.92,18.1,16.73
S0122,2025-05,1.92,3.8,4.22
S0122,2025-06,1.92,11.2,11.39
S0122,2025-07,1.92,0.1,0.1
S0122,2025-08,1.92,21.0,22.21
S0122,2025-09,1.92,22.4,22.06
S0122,2025-10,1.92,14.7,13.94
S0122,2025-11,1.46,47.2,25.2
S0122,2025-12,1.92,3.5,3.75
S0122,2026-01,1.92,3.8,4.09
S0122,2026-02,1.92,16.5,16.48
S0122,2026-03,1.92,18.2,17.69
S0122,2026-04,1.92,15.9,15.87
S0122,2026-05,1.92,7.1,7.67
S0122,2026-06,1.92,1.8,1.82
S0123,2024-07,0.89,4.1,4.34
S0123,2024-08,0.89,9.6,9.85
S0123,2024-09,0.89,9.8,9.75
S0123,2024-10,0.84,8.8,7.2
S0123,2024-11,0.71,13.3,9.1
S0123,2024-12,0.89,12.3,12.56
S0123,2025-01,0.75,2.9,2.31
S0123,2025-02,0.89,5.5,5.39
S0123,2025-03,0.84,6.1,5.6
S0123,2025-04,0.89,9.5,9.42
S0123,2025-05,0.89,4.1,4.11
S0123,2025-06,0.78,8.6,6.38
S0123,2025-07,0.89,7.0,6.2
S0123,2025-08,0.89,5.5,5.3
S0123,2025-09,0.75,11.1,8.23
S0123,2025-10,0.89,7.2,7.37
S0123,2025-11,0.73,8.2,5.88
S0123,2025-12,0.74,5.5,4.19
S0123,2026-01,0.89,0.6,0.53
S0123,2026-02,0.89,4.7,4.59
S0123,2026-03,0.89,9.5,9.54
S0123,2026-04,0.67,8.3,5.07
S0123,2026-05,0.89,10.5,10.19
S0123,2026-06,0.89,3.3,3.34
S0124,2024-07,2.32,43.3,41.33
S0124,2024-08,2.32,68.0,72.21
S0124,2024-09,2.32,101.1,98.12
S0124,2024-10,2.32,85.0,79.87
S0124,2024-11,2.32,88.2,90.84
S0124,2024-12,2.32,82.9,90.65
S0124,2025-01,2.32,40.9,39.53
S0124,2025-02,2.32,88.0,83.38
S0124,2025-03,1.79,119.4,77.57
S0124,2025-04,2.32,105.3,109.35
S0124,2025-05,2.32,128.8,116.56
S0124,2025-06,2.14,97.5,81.2
S0124,2025-07,2.32,52.2,55.27
S0124,2025-08,2.32,99.1,95.04
S0124,2025-09,1.78,119.9,74.25
S0124,2025-10,2.32,117.2,105.53
S0124,2025-11,1.91,112.5,82.88
S0124,2025-12,2.32,44.6,44.92
S0124,2026-01,2.32,99.7,94.27
S0124,2026-02,2.32,70.7,66.14
S0124,2026-03,1.77,111.7,73.24
S0124,2026-04,2.32,107.0,103.77
S0124,2026-05,1.76,156.9,109.67
S0124,2026-06,2.32,78.5,78.58
S0125,2024-07,9.6,3.5,3.41
S0125,2024-08,9.6,4.8,4.84
S0125,2024-09,7.96,8.8,6.3
S0125,2024-10,9.6,8.9,9.17
S0125,2024-11,9.6,12.1,10.84
S0125,2024-12,9.6,1.4,1.43
S0125,2025-01,8.83,2.3,1.92
S0125,2025-02,9.6,5.3,5.34
S0125,2025-03,9.6,2.5,2.68
S0125,2025-04,7.57,13.5,7.88
S0125,2025-05,9.6,0.1,0.1
S0125,2025-06,9.6,3.1,3.05
S0125,2025-07,8.57,1.1,0.86
S0125,2025-08,9.6,0.1,0.1
S0125,2025-09,9.6,4.7,4.98
S0125,2025-10,9.6,2.9,2.68
S0125,2025-11,9.6,4.8,5.11
S0125,2025-12,9.6,7.3,7.08
S0125,2026-01,8.69,0.1,0.1
S0125,2026-02,9.6,4.7,4.57
S0125,2026-03,9.05,0.1,0.1
S0125,2026-04,9.6,1.6,1.7
S0125,2026-05,9.6,0.1,0.1
S0125,2026-06,9.6,2.5,2.48
S0126,2024-07,278.12,4.9,4.57
S0126,2024-08,278.12,4.6,4.64
S0126,2024-09,278.12,5.7,5.61
S0126,2024-10,278.12,6.0,6.13
S0126,2024-11,278.12,5.6,5.94
S0126,2024-12,278.12,5.3,5.34
S0126,2025-01,278.12,3.9,4.15
S0126,2025-02,236.24,7.2,5.28
S0126,2025-03,236.79,6.3,5.15
S0126,2025-04,232.87,7.2,5.73
S0126,2025-05,278.12,5.1,5.23
S0126,2025-06,278.12,5.0,4.88
S0126,2025-07,278.12,4.7,4.49
S0126,2025-08,278.12,5.0,4.97
S0126,2025-09,278.12,5.6,5.37
S0126,2025-10,278.12,5.9,5.62
S0126,2025-11,241.27,6.7,5.45
S0126,2025-12,229.05,6.4,4.7
S0126,2026-01,278.12,4.9,4.77
S0126,2026-02,278.12,4.5,4.35
S0126,2026-03,278.12,4.7,4.81
S0126,2026-04,278.12,5.4,5.45
S0126,2026-05,278.12,5.4,5.48
S0126,2026-06,278.12,4.7,4.54
S0127,2024-07,6.1,65.6,41.45
S0127,2024-08,6.12,70.4,47.11
S0127,2024-09,6.44,58.2,45.25
S0127,2024-10,7.28,61.2,50.25
S0127,2024-11,7.87,52.0,49.14
S0127,2024-12,7.87,40.3,41.82
S0127,2025-01,7.87,37.7,40.35
S0127,2025-02,7.87,44.4,42.0
S0127,2025-03,7.87,49.6,47.84
S0127,2025-04,7.87,51.4,50.83
S0127,2025-05,7.87,48.2,48.94
S0127,2025-06,7.87,44.1,46.12
S0127,2025-07,7.87,36.2,38.22
S0127,2025-08,7.18,42.9,39.67
S0127,2025-09,7.08,59.2,49.07
S0127,2025-10,7.87,53.4,51.86
S0127,2025-11,7.87,38.6,42.9
S0127,2025-12,7.87,40.6,39.8
S0127,2026-01,7.87,35.0,35.99
S0127,2026-02,7.46,38.2,35.53
S0127,2026-03,7.87,51.8,47.96
S0127,2026-04,7.87,50.7,52.57
S0127,2026-05,7.87,46.0,47.31
S0127,2026-06,7.87,40.1,39.27
S0128,2024-07,10.62,53.4,49.72
S0128,2024-08,10.62,17.3,16.94
S0128,2024-09,10.62,32.6,33.66
S0128,2024-10,10.62,57.5,59.77
S0128,2024-11,10.62,60.4,57.81
S0128,2024-12,10.62,19.2,20.68
S0128,2025-01,10.62,24.5,24.67
S0128,2025-02,10.62,67.3,62.95
S0128,2025-03,10.62,25.3,25.33
S0128,2025-04,9.65,34.8,29.41
S0128,2025-05,8.14,80.6,49.36
S0128,2025-06,10.62,37.7,39.39
S0128,2025-07,10.62,26.9,27.97
S0128,2025-08,10.62,39.8,40.54
S0128,2025-09,10.62,24.9,25.65
S0128,2025-10,9.99,34.6,32.36
S0128,2025-11,10.62,43.6,43.91
S0128,2025-12,10.62,30.1,28.77
S0128,2026-01,10.62,30.4,30.27
S0128,2026-02,10.62,48.6,46.25
S0128,2026-03,10.62,40.6,38.03
S0128,2026-04,10.62,23.4,22.24
S0128,2026-05,10.62,38.7,37.35
S0128,2026-06,10.62,39.5,38.8
S0129,2024-07,187.37,16.3,16.95
S0129,2024-08,142.68,19.1,12.44
S0129,2024-09,162.9,14.2,11.4
S0129,2024-10,151.86,13.5,10.77
S0129,2024-11,187.37,10.3,11.22
S0129,2024-12,187.37,10.5,10.87
S0129,2025-01,187.37,9.9,10.19
S0129,2025-02,187.37,8.9,9.71
S0129,2025-03,187.37,8.4,9.23
S0129,2025-04,168.41,21.0,18.15
S0129,2025-05,187.37,12.1,12.82
S0129,2025-06,169.22,2.7,2.39
S0129,2025-07,187.37,9.7,10.13
S0129,2025-08,187.37,4.5,4.4
S0129,2025-09,187.37,11.1,11.19
S0129,2025-10,187.37,11.0,11.6
S0129,2025-11,187.37,16.2,15.88
S0129,2025-12,187.37,11.7,12.55
S0129,2026-01,187.37,10.2,10.56
S0129,2026-02,187.37,7.3,8.09
S0129,2026-03,187.37,11.0,10.8
S0129,2026-04,187.37,1.2,1.21
S0129,2026-05,159.42,17.1,13.84
S0129,2026-06,187.37,13.4,12.46
S0130,2024-07,1.14,35.7,36.62
S0130,2024-08,1.03,49.0,40.56
S0130,2024-09,1.14,52.9,52.28
S0130,2024-10,1.14,39.5,43.55
S0130,2024-11,1.14,47.8,47.59
S0130,2024-12,1.14,47.0,44.73
S0130,2025-01,0.87,60.2,37.7
S0130,2025-02,1.14,33.6,35.78
S0130,2025-03,1.08,49.4,44.51
S0130,2025-04,1.14,43.4,46.63
S0130,2025-05,1.14,36.7,39.07
S0130,2025-06,1.14,37.1,38.09
S0130,2025-07,1.14,37.2,36.79
S0130,2025-08,1.14,19.2,20.1
S0130,2025-09,1.14,34.4,35.43
S0130,2025-10,1.14,35.4,39.29
S0130,2025-11,1.14,29.5,29.65
S0130,2025-12,1.14,36.3,31.14
S0130,2026-01,1.14,32.9,33.28
S0130,2026-02,1.14,38.5,38.96
S0130,2026-03,0.94,53.0,39.22
S0130,2026-04,1.14,31.3,33.47
S0130,2026-05,1.08,48.7,39.1
S0130,2026-06,1.14,40.7,37.42
S0131,2024-07,0.56,63.8,41.11
S0131,2024-08,0.66,7.1,7.59
S0131,2024-09,0.66,34.7,31.31
S0131,2024-10,0.55,56.1,37.92
S0131,2024-11,0.66,40.8,39.8
S0131,2024-12,0.66,45.9,47.72
S0131,2025-01,0.62,26.1,23.14
S0131,2025-02,0.66,31.3,29.93
S0131,2025-03,0.66,38.6,39.68
S0131,2025-04,0.5,109.5,57.14
S0131,2025-05,0.66,22.4,22.08
S0131,2025-06,0.66,14.2,13.65
S0131,2025-07,0.66,10.8,10.51
S0131,2025-08,0.66,36.8,37.12
S0131,2025-09,0.66,30.9,33.43
S0131,2025-10,0.51,49.9,28.56
S0131,2025-11,0.57,57.6,39.53
S0131,2025-12,0.66,25.0,27.18
S0131,2026-01,0.66,21.0,20.79
S0131,2026-02,0.66,33.0,29.93
S0131,2026-03,0.66,31.4,31.24
S0131,2026-04,0.66,20.5,20.96
S0131,2026-05,0.66,43.6,37.47
S0131,2026-06,0.66,6.1,6.6
S0132,2024-07,9.68,17.5,17.36
S0132,2024-08,9.68,19.1,19.66
S0132,2024-09,9.68,27.7,26.28
S0132,2024-10,9.68,25.4,25.32
S0132,2024-11,9.68,23.5,22.07
S0132,2024-12,9.68,20.3,19.83
S0132,2025-01,9.68,17.4,18.16
S0132,2025-02,7.69,19.7,15.22
S0132,2025-03,8.03,25.5,20.2
S0132,2025-04,9.68,27.0,25.08
S0132,2025-05,9.68,22.3,22.61
S0132,2025-06,9.68,22.4,21.34
S0132,2025-07,9.68,18.1,16.32
S0132,2025-08,7.36,36.8,23.52
S0132,2025-09,9.68,25.7,25.27
S0132,2025-10,9.68,22.9,21.95
S0132,2025-11,9.68,28.7,26.24
S0132,2025-12,8.65,24.8,21.18
S0132,2026-01,9.68,17.9,18.52
S0132,2026-02,9.68,19.7,19.29
S0132,2026-03,9.68,23.5,21.77
S0132,2026-04,9.68,26.0,25.27
S0132,2026-05,9.68,21.6,21.87
S0132,2026-06,7.68,25.0,18.47
S0133,2024-07,11.92,17.5,18.57
S0133,2024-08,11.92,21.5,22.61
S0133,2024-09,11.92,19.7,19.63
S0133,2024-10,11.92,24.9,24.12
S0133,2024-11,9.3,34.5,22.96
S0133,2024-12,11.92,18.9,18.89
S0133,2025-01,11.92,13.5,13.73
S0133,2025-02,9.56,28.5,20.24
S0133,2025-03,10.92,21.8,17.64
S0133,2025-04,11.92,18.9,18.7
S0133,2025-05,11.92,18.9,18.54
S0133,2025-06,11.92,16.7,17.28
S0133,2025-07,11.92,13.5,14.06
S0133,2025-08,9.56,22.1,15.3
S0133,2025-09,11.92,16.0,17.39
S0133,2025-10,11.92,24.3,24.5
S0133,2025-11,11.92,15.2,15.91
S0133,2025-12,11.92,19.8,20.0
S0133,2026-01,11.92,9.4,9.7
S0133,2026-02,11.92,20.6,20.08
S0133,2026-03,11.92,16.0,17.05
S0133,2026-04,11.92,24.2,24.67
S0133,2026-05,11.92,17.7,16.85
S0133,2026-06,11.92,10.1,10.41
S0134,2024-07,6.95,9.1,9.08
S0134,2024-08,6.95,8.8,9.01
S0134,2024-09,5.3,20.6,12.37
S0134,2024-10,6.95,13.6,13.74
S0134,2024-11,6.95,12.3,13.24
S0134,2024-12,6.08,11.4,8.56
S0134,2025-01,6.95,6.4,6.74
S0134,2025-02,6.95,10.2,10.76
S0134,2025-03,5.5,14.6,10.21
S0134,2025-04,6.95,9.4,9.11
S0134,2025-05,5.41,11.2,7.17
S0134,2025-06,6.38,10.1,7.9
S0134,2025-07,6.95,7.8,7.26
S0134,2025-08,6.95,11.5,11.12
S0134,2025-09,6.95,10.9,11.12
S0134,2025-10,6.95,10.3,10.34
S0134,2025-11,6.95,9.2,9.6
S0134,2025-12,5.88,10.1,7.11
S0134,2026-01,5.85,8.6,6.17
S0134,2026-02,6.95,8.7,9.0
S0134,2026-03,6.95,9.2,9.1
S0134,2026-04,6.95,13.8,13.24
S0134,2026-05,6.95,10.7,10.21
S0134,2026-06,6.27,12.1,9.74
S0135,2024-07,1.13,3.3,1.91
S0135,2024-08,1.42,2.7,2.53
S0135,2024-09,1.5,3.2,3.43
S0135,2024-10,1.5,3.3,3.38
S0135,2024-11,1.5,2.4,2.23
S0135,2024-12,1.5,2.6,2.45
S0135,2025-01,1.5,2.1,2.08
S0135,2025-02,1.5,2.5,2.49
S0135,2025-03,1.5,2.8,2.85
S0135,2025-04,1.5,2.6,2.63
S0135,2025-05,1.5,3.5,3.3
S0135,2025-06,1.5,2.4,2.47
S0135,2025-07,1.5,1.9,1.89
S0135,2025-08,1.5,2.4,2.43
S0135,2025-09,1.32,2.9,2.38
S0135,2025-10,1.5,2.9,2.96
S0135,2025-11,1.5,3.1,3.13
S0135,2025-12,1.13,3.3,2.04
S0135,2026-01,1.5,1.7,1.87
S0135,2026-02,1.5,2.7,2.5
S0135,2026-03,1.5,3.2,3.35
S0135,2026-04,1.5,2.7,2.66
S0135,2026-05,1.5,3.0,2.94
S0135,2026-06,1.5,2.7,2.52
S0136,2024-07,28.27,22.4,19.27
S0136,2024-08,33.13,14.5,13.66
S0136,2024-09,30.94,30.4,23.56
S0136,2024-10,33.13,17.1,17.0
S0136,2024-11,33.13,5.5,5.76
S0136,2024-12,33.13,0.1,0.1
S0136,2025-01,33.13,33.0,30.74
S0136,2025-02,33.13,15.3,15.31
S0136,2025-03,30.62,46.9,41.7
S0136,2025-04,33.13,11.8,11.84
S0136,2025-05,33.13,34.8,37.5
S0136,2025-06,27.97,49.5,38.76
S0136,2025-07,29.87,28.4,25.45
S0136,2025-08,33.13,12.9,12.38
S0136,2025-09,33.13,35.8,34.21
S0136,2025-10,30.89,15.0,13.64
S0136,2025-11,29.08,28.3,22.65
S0136,2025-12,33.13,19.5,19.7
S0136,2026-01,33.13,0.8,0.83
S0136,2026-02,33.13,18.9,18.35
S0136,2026-03,25.41,48.2,34.59
S0136,2026-04,29.38,30.2,26.2
S0136,2026-05,33.13,28.0,27.51
S0136,2026-06,33.13,9.7,8.4
S0137,2024-07,1.68,465.0,375.89
S0137,2024-08,1.89,310.1,332.64
S0137,2024-09,1.45,967.3,537.27
S0137,2024-10,1.89,69.3,69.53
S0137,2024-11,1.89,437.4,470.16
S0137,2024-12,1.89,362.2,370.67
S0137,2025-01,1.89,313.4,300.26
S0137,2025-02,1.89,173.8,180.57
S0137,2025-03,1.63,467.4,358.59
S0137,2025-04,1.62,522.0,383.53
S0137,2025-05,1.89,275.6,242.71
S0137,2025-06,1.89,446.7,415.37
S0137,2025-07,1.89,0.1,0.1
S0137,2025-08,1.89,373.7,373.62
S0137,2025-09,1.89,295.8,298.42
S0137,2025-10,1.62,235.2,162.09
S0137,2025-11,1.89,220.6,201.86
S0137,2025-12,1.74,495.7,414.58
S0137,2026-01,1.89,271.8,264.35
S0137,2026-02,1.89,89.7,96.02
S0137,2026-03,1.89,293.1,316.94
S0137,2026-04,1.65,382.5,276.22
S0137,2026-05,1.89,232.1,225.99
S0137,2026-06,1.89,181.4,187.92
S0138,2024-07,5.19,227.8,210.94
S0138,2024-08,5.19,237.1,241.56
S0138,2024-09,4.09,356.6,260.3
S0138,2024-10,5.19,311.2,303.53
S0138,2024-11,5.19,313.4,360.93
S0138,2024-12,4.48,338.7,261.84
S0138,2025-01,5.19,298.5,269.57
S0138,2025-02,4.1,392.3,286.6
S0138,2025-03,3.96,383.4,276.7
S0138,2025-04,5.19,296.1,284.85
S0138,2025-05,5.19,313.7,285.3
S0138,2025-06,4.02,388.3,281.24
S0138,2025-07,5.19,180.8,190.59
S0138,2025-08,5.19,288.2,288.45
S0138,2025-09,4.34,439.5,328.83
S0138,2025-10,5.19,410.8,405.67
S0138,2025-11,5.19,301.6,277.75
S0138,2025-12,5.19,222.2,203.25
S0138,2026-01,5.19,266.1,252.05
S0138,2026-02,5.19,234.4,227.31
S0138,2026-03,5.19,236.7,224.38
S0138,2026-04,5.19,236.6,231.13
S0138,2026-05,5.19,296.6,305.72
S0138,2026-06,5.19,241.8,248.95
S0139,2024-07,5.05,24.2,26.1
S0139,2024-08,4.35,35.5,31.61
S0139,2024-09,5.05,27.7,28.66
S0139,2024-10,5.05,49.4,47.4
S0139,2024-11,5.05,44.5,43.66
S0139,2024-12,5.05,39.5,36.39
S0139,2025-01,5.05,39.2,42.27
S0139,2025-02,4.47,42.0,34.4
S0139,2025-03,3.98,56.2,37.4
S0139,2025-04,5.05,59.6,60.33
S0139,2025-05,4.53,57.3,47.83
S0139,2025-06,5.05,39.3,38.88
